Student_Roll_No,Course_ID
CT-24306,CY102
CT-24307,ML101
CT-24307,WD801
CT-24307,CC901
CT-24307,CY102
CT-24307,OOP201
CT-24308,ML101
CT-24308,OOP201
CT-24308,CC901
CT-24308,CY102
CT-24309,ML101
CT-24309,OOP201
CT-24309,DB301
CT-24309,CY102
CT-24309,AI401
CT-24310,ML101
CT-24310,OOP201
CT-24310,DB301
CT-24310,AI401
CT-24311,OOP201
CT-24311,DB301
CT-24311,AI401
CT-24311,DS501
CT-24311,CN601
CT-24312,DB301
CT-24312,AI401
CT-24312,DS501
CT-24312,CN601
CT-24313,AI401
CT-24313,DS501
CT-24313,CN601
CT-24313,SE701
CT-24313,WD801
CT-24314,DS501
CT-24314,CN601
CT-24314,SE701
CT-24314,WD801
CT-24315,CN601
CT-24315,SE701
CT-24315,WD801
CT-24315,CC901
CT-24315,CY102
CT-24316,SE701
CT-24316,WD801
CT-24316,CC901
CT-24316,CY102
CT-24317,ML101
CT-24317,WD801
CT-24317,CC901
CT-24317,CY102
CT-24317,OOP201
CT-24318,ML101
CT-24318,OOP201
CT-24318,CC901
CT-24318,CY102
CT-24319,ML101
CT-24319,OOP201
CT-24319,DB301
CT-24319,CY102
CT-24319,AI401
CT-24320,ML101
CT-24320,OOP201
CT-24320,DB301
CT-24320,AI401
